-45 -22.5  
45 67.5
-45 67.5
45 -22.5
-45 22.5
45 112.5
-45 112.5 
45 22.5
0 -22.5
90 67.5
0 67.5
90 -22.5
0 22.5  
90 112.5
0 112.5 
90 22.5
-45 45 
45 -45
0 90
90 0 
